modalidad;tipo;subtipo;count
ROBO COMUN;CON VIOLENCIA;OTROS;0.0
ROBO COMUN;CON VIOLENCIA;SIN DATOS;589.0
ROBO COMUN;SIN VIOLENCIA;A CASA HABITACION;1070.0
ROBO COMUN;SIN VIOLENCIA;A NEGOCIO;236.0
ROBO COMUN;SIN VIOLENCIA;DE VEHICULOS;2309.0
ROBO COMUN;SIN VIOLENCIA;A TRANSPORTISTAS;0.0
ROBO COMUN;SIN VIOLENCIA;A TRANSEUNTES;0.0
ROBO COMUN;SIN VIOLENCIA;OTROS;1092.0
ROBO COMUN;SIN VIOLENCIA;SIN DATOS;0.0
ROBO DE GANADO (ABIGEATO);ABIGEATO;ABIGEATO;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;SIN DATOS;0.0
HOMICIDIOS;CULPOSOS;OTROS;0.0
HOMICIDIOS;CULPOSOS;SIN DATOS;0.0
LESIONES;DOLOSAS;CON ARMA BLANCA;0.0
LESIONES;DOLOSAS;CON ARMA DE FUEGO;0.0
LESIONES;DOLOSAS;OTROS;0.0
LESIONES;DOLOSAS;SIN DATOS;932.0
LESIONES;CULPOSAS;CON ARMA BLANCA;0.0
LESIONES;CULPOSAS;CON ARMA DE FUEGO;0.0
DELITOS PATRIMONIALES;ABUSO DE CONFIANZA;ABUSO DE CONFIANZA;90.0
DELITOS PATRIMONIALES;DAÑO EN PROPIEDAD AJENA;DAÑO EN PROPIEDAD AJENA;1132.0
DELITOS PATRIMONIALES;EXTORSION;EXTORSION;24.0
DELITOS PATRIMONIALES;FRAUDE;FRAUDE;318.0
DELITOS PATRIMONIALES;DESPOJO;CON VIOLENCIA;0.0
DELITOS PATRIMONIALES;DESPOJO;SIN VIOLENCIA;0.0
DELITOS PATRIMONIALES;DESPOJO;SIN DATOS;98.0
DELITOS SEXUALES (VIOLACION);VIOLACION;VIOLACION;54.0
HOMICIDIOS;DOLOSOS;CON ARMA DE FUEGO;0.0
HOMICIDIOS;DOLOSOS;CON ARMA BLANCA;0.0
HOMICIDIOS;DOLOSOS;OTROS;0.0
HOMICIDIOS;DOLOSOS;SIN DATOS;43.0
HOMICIDIOS;CULPOSOS;CON ARMA DE FUEGO;0.0
HOMICIDIOS;CULPOSOS;CON ARMA BLANCA;0.0
LESIONES;CULPOSAS;OTROS;0.0
LESIONES;CULPOSAS;SIN DATOS;389.0
OTROS DELITOS;AMENAZAS;AMENAZAS;267.0
OTROS DELITOS;ESTUPRO;ESTUPRO;14.0
OTROS DELITOS;OTROS SEXUALES;OTROS SEXUALES;116.0
OTROS DELITOS;RESTO DE LOS DELITOS (OTROS);RESTO DE LOS DELITOS (OTROS);1493.0
PRIV. DE LA LIBERTAD (SECUESTRO);SECUESTRO;SECUESTRO;2.0
ROBO COMUN;CON VIOLENCIA;A CASA HABITACION;0.0
ROBO COMUN;CON VIOLENCIA;A NEGOCIO;0.0
ROBO COMUN;CON VIOLENCIA;DE VEHICULOS;0.0
ROBO COMUN;CON VIOLENCIA;A TRANSPORTISTAS;0.0
ROBO COMUN;CON VIOLENCIA;A TRANSEUNTES;0.0
ROBO COMUN;CON VIOLENCIA;OTROS;0.0
ROBO COMUN;CON VIOLENCIA;SIN DATOS;748.0
ROBO COMUN;SIN VIOLENCIA;A CASA HABITACION;1219.0
ROBO COMUN;SIN VIOLENCIA;A NEGOCIO;250.0
ROBO COMUN;SIN VIOLENCIA;DE VEHICULOS;2705.0
ROBO COMUN;SIN VIOLENCIA;A TRANSPORTISTAS;0.0
ROBO COMUN;SIN VIOLENCIA;A TRANSEUNTES;0.0
ROBO COMUN;SIN VIOLENCIA;OTROS;1292.0
ROBO COMUN;SIN VIOLENCIA;SIN DATOS;0.0
ROBO DE GANADO (ABIGEATO);ABIGEATO;ABIGEATO;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A BANCOS;3.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;SIN DATOS;0.0
HOMICIDIOS;CULPOSOS;OTROS;0.0
HOMICIDIOS;CULPOSOS;SIN DATOS;0.0
LESIONES;DOLOSAS;CON ARMA BLANCA;0.0
LESIONES;DOLOSAS;CON ARMA DE FUEGO;0.0
LESIONES;DOLOSAS;OTROS;0.0
LESIONES;DOLOSAS;SIN DATOS;1126.0
LESIONES;CULPOSAS;CON ARMA BLANCA;0.0
LESIONES;CULPOSAS;CON ARMA DE FUEGO;0.0
DELITOS PATRIMONIALES;ABUSO DE CONFIANZA;ABUSO DE CONFIANZA;110.0
DELITOS PATRIMONIALES;DAÑO EN PROPIEDAD AJENA;DAÑO EN PROPIEDAD AJENA;1012.0
DELITOS PATRIMONIALES;EXTORSION;EXTORSION;11.0
DELITOS PATRIMONIALES;FRAUDE;FRAUDE;232.0
DELITOS PATRIMONIALES;DESPOJO;CON VIOLENCIA;0.0
DELITOS PATRIMONIALES;DESPOJO;SIN VIOLENCIA;0.0
DELITOS PATRIMONIALES;DESPOJO;SIN DATOS;71.0
DELITOS SEXUALES (VIOLACION);VIOLACION;VIOLACION;55.0
HOMICIDIOS;DOLOSOS;CON ARMA DE FUEGO;0.0
HOMICIDIOS;DOLOSOS;CON ARMA BLANCA;0.0
HOMICIDIOS;DOLOSOS;OTROS;0.0
HOMICIDIOS;DOLOSOS;SIN DATOS;42.0
HOMICIDIOS;CULPOSOS;CON ARMA DE FUEGO;0.0
HOMICIDIOS;CULPOSOS;CON ARMA BLANCA;0.0
LESIONES;CULPOSAS;OTROS;0.0
LESIONES;CULPOSAS;SIN DATOS;310.0
OTROS DELITOS;AMENAZAS;AMENAZAS;246.0
OTROS DELITOS;ESTUPRO;ESTUPRO;17.0
OTROS DELITOS;OTROS SEXUALES;OTROS SEXUALES;138.0
OTROS DELITOS;RESTO DE LOS DELITOS (OTROS);RESTO DE LOS DELITOS (OTROS);1819.0
PRIV. DE LA LIBERTAD (SECUESTRO);SECUESTRO;SECUESTRO;9.0
ROBO COMUN;CON VIOLENCIA;A CASA HABITACION;28.0
ROBO COMUN;CON VIOLENCIA;A NEGOCIO;332.0
ROBO COMUN;CON VIOLENCIA;DE VEHICULOS;0.0
ROBO COMUN;CON VIOLENCIA;A TRANSPORTISTAS;0.0
ROBO COMUN;CON VIOLENCIA;A TRANSEUNTES;382.0
ROBO COMUN;CON VIOLENCIA;OTROS;118.0
ROBO COMUN;CON VIOLENCIA;SIN DATOS;0.0
ROBO COMUN;SIN VIOLENCIA;A CASA HABITACION;1236.0
ROBO COMUN;SIN VIOLENCIA;A NEGOCIO;209.0
ROBO COMUN;SIN VIOLENCIA;DE VEHICULOS;2676.0
ROBO COMUN;SIN VIOLENCIA;A TRANSPORTISTAS;0.0
ROBO COMUN;SIN VIOLENCIA;A TRANSEUNTES;303.0
ROBO COMUN;SIN VIOLENCIA;OTROS;1022.0
ROBO COMUN;SIN VIOLENCIA;SIN DATOS;0.0
ROBO DE GANADO (ABIGEATO);ABIGEATO;ABIGEATO;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A BANCOS;4.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;SIN DATOS;0.0
HOMICIDIOS;CULPOSOS;OTROS;0.0
HOMICIDIOS;CULPOSOS;SIN DATOS;0.0
LESIONES;DOLOSAS;CON ARMA BLANCA;0.0
LESIONES;DOLOSAS;CON ARMA DE FUEGO;0.0
LESIONES;DOLOSAS;OTROS;0.0
LESIONES;DOLOSAS;SIN DATOS;1090.0
LESIONES;CULPOSAS;CON ARMA BLANCA;0.0
LESIONES;CULPOSAS;CON ARMA DE FUEGO;0.0
DELITOS PATRIMONIALES;ABUSO DE CONFIANZA;ABUSO DE CONFIANZA;88.0
DELITOS PATRIMONIALES;DAÑO EN PROPIEDAD AJENA;DAÑO EN PROPIEDAD AJENA;826.0
DELITOS PATRIMONIALES;EXTORSION;EXTORSION;36.0
DELITOS PATRIMONIALES;FRAUDE;FRAUDE;222.0
DELITOS PATRIMONIALES;DESPOJO;CON VIOLENCIA;0.0
DELITOS PATRIMONIALES;DESPOJO;SIN VIOLENCIA;0.0
DELITOS PATRIMONIALES;DESPOJO;SIN DATOS;85.0
DELITOS SEXUALES (VIOLACION);VIOLACION;VIOLACION;58.0
HOMICIDIOS;DOLOSOS;CON ARMA DE FUEGO;0.0
HOMICIDIOS;DOLOSOS;CON ARMA BLANCA;0.0
HOMICIDIOS;DOLOSOS;OTROS;0.0
HOMICIDIOS;DOLOSOS;SIN DATOS;66.0
HOMICIDIOS;CULPOSOS;CON ARMA DE FUEGO;0.0
HOMICIDIOS;CULPOSOS;CON ARMA BLANCA;0.0
LESIONES;CULPOSAS;CON ARMA DE FUEGO;0.0
LESIONES;CULPOSAS;OTROS;0.0
LESIONES;CULPOSAS;SIN DATOS;336.0
OTROS DELITOS;AMENAZAS;AMENAZAS;255.0
OTROS DELITOS;ESTUPRO;ESTUPRO;13.0
OTROS DELITOS;OTROS SEXUALES;OTROS SEXUALES;160.0
OTROS DELITOS;RESTO DE LOS DELITOS (OTROS);RESTO DE LOS DELITOS (OTROS);1607.0
PRIV. DE LA LIBERTAD (SECUESTRO);SECUESTRO;SECUESTRO;5.0
ROBO COMUN;CON VIOLENCIA;A CASA HABITACION;39.0
ROBO COMUN;CON VIOLENCIA;A NEGOCIO;633.0
ROBO COMUN;CON VIOLENCIA;DE VEHICULOS;0.0
ROBO COMUN;CON VIOLENCIA;A TRANSPORTISTAS;0.0
ROBO COMUN;CON VIOLENCIA;A TRANSEUNTES;555.0
ROBO COMUN;CON VIOLENCIA;OTROS;119.0
ROBO COMUN;CON VIOLENCIA;SIN DATOS;0.0
ROBO COMUN;SIN VIOLENCIA;A CASA HABITACION;1167.0
ROBO COMUN;SIN VIOLENCIA;A NEGOCIO;219.0
ROBO COMUN;SIN VIOLENCIA;DE VEHICULOS;1885.0
ROBO COMUN;SIN VIOLENCIA;A TRANSPORTISTAS;0.0
ROBO COMUN;SIN VIOLENCIA;A TRANSEUNTES;270.0
ROBO COMUN;SIN VIOLENCIA;OTROS;850.0
ROBO COMUN;SIN VIOLENCIA;SIN DATOS;0.0
ROBO DE GANADO (ABIGEATO);ABIGEATO;ABIGEATO;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A BANCOS;8.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;SIN DATOS;0.0
HOMICIDIOS;CULPOSOS;OTROS;0.0
HOMICIDIOS;CULPOSOS;SIN DATOS;0.0
LESIONES;DOLOSAS;CON ARMA BLANCA;0.0
LESIONES;DOLOSAS;CON ARMA DE FUEGO;0.0
LESIONES;DOLOSAS;OTROS;0.0
LESIONES;DOLOSAS;SIN DATOS;936.0
LESIONES;CULPOSAS;CON ARMA BLANCA;0.0
DELITOS PATRIMONIALES;ABUSO DE CONFIANZA;ABUSO DE CONFIANZA;63.0
DELITOS PATRIMONIALES;DAÑO EN PROPIEDAD AJENA;DAÑO EN PROPIEDAD AJENA;649.0
DELITOS PATRIMONIALES;EXTORSION;EXTORSION;51.0
DELITOS PATRIMONIALES;FRAUDE;FRAUDE;202.0
DELITOS PATRIMONIALES;DESPOJO;CON VIOLENCIA;0.0
DELITOS PATRIMONIALES;DESPOJO;SIN VIOLENCIA;0.0
DELITOS PATRIMONIALES;DESPOJO;SIN DATOS;92.0
DELITOS SEXUALES (VIOLACION);VIOLACION;VIOLACION;46.0
HOMICIDIOS;DOLOSOS;CON ARMA DE FUEGO;0.0
HOMICIDIOS;DOLOSOS;CON ARMA BLANCA;0.0
HOMICIDIOS;DOLOSOS;OTROS;0.0
HOMICIDIOS;DOLOSOS;SIN DATOS;66.0
HOMICIDIOS;CULPOSOS;CON ARMA DE FUEGO;0.0
HOMICIDIOS;CULPOSOS;CON ARMA BLANCA;0.0
LESIONES;CULPOSAS;CON ARMA DE FUEGO;0.0
LESIONES;CULPOSAS;OTROS;0.0
LESIONES;CULPOSAS;SIN DATOS;321.0
OTROS DELITOS;AMENAZAS;AMENAZAS;187.0
OTROS DELITOS;ESTUPRO;ESTUPRO;7.0
OTROS DELITOS;OTROS SEXUALES;OTROS SEXUALES;136.0
OTROS DELITOS;RESTO DE LOS DELITOS (OTROS);RESTO DE LOS DELITOS (OTROS);1341.0
PRIV. DE LA LIBERTAD (SECUESTRO);SECUESTRO;SECUESTRO;10.0
ROBO COMUN;CON VIOLENCIA;A CASA HABITACION;26.0
ROBO COMUN;CON VIOLENCIA;A NEGOCIO;371.0
ROBO COMUN;CON VIOLENCIA;DE VEHICULOS;1.0
ROBO COMUN;CON VIOLENCIA;A TRANSPORTISTAS;0.0
ROBO COMUN;CON VIOLENCIA;A TRANSEUNTES;308.0
ROBO COMUN;CON VIOLENCIA;OTROS;58.0
ROBO COMUN;CON VIOLENCIA;SIN DATOS;0.0
ROBO COMUN;SIN VIOLENCIA;A CASA HABITACION;1027.0
ROBO COMUN;SIN VIOLENCIA;A NEGOCIO;191.0
ROBO COMUN;SIN VIOLENCIA;DE VEHICULOS;1738.0
ROBO COMUN;SIN VIOLENCIA;A TRANSPORTISTAS;0.0
ROBO COMUN;SIN VIOLENCIA;A TRANSEUNTES;301.0
ROBO COMUN;SIN VIOLENCIA;OTROS;673.0
ROBO COMUN;SIN VIOLENCIA;SIN DATOS;0.0
ROBO DE GANADO (ABIGEATO);ABIGEATO;ABIGEATO;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A BANCOS;1.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;SIN DATOS;0.0
HOMICIDIOS;CULPOSOS;OTROS;0.0
HOMICIDIOS;CULPOSOS;SIN DATOS;0.0
LESIONES;DOLOSAS;CON ARMA BLANCA;0.0
LESIONES;DOLOSAS;CON ARMA DE FUEGO;0.0
LESIONES;DOLOSAS;OTROS;0.0
LESIONES;DOLOSAS;SIN DATOS;742.0
LESIONES;CULPOSAS;CON ARMA BLANCA;0.0
DELITOS PATRIMONIALES;ABUSO DE CONFIANZA;ABUSO DE CONFIANZA;76.0
DELITOS PATRIMONIALES;DAÑO EN PROPIEDAD AJENA;DAÑO EN PROPIEDAD AJENA;595.0
DELITOS PATRIMONIALES;EXTORSION;EXTORSION;26.0
DELITOS PATRIMONIALES;FRAUDE;FRAUDE;218.0
DELITOS PATRIMONIALES;DESPOJO;CON VIOLENCIA;0.0
DELITOS PATRIMONIALES;DESPOJO;SIN VIOLENCIA;0.0
DELITOS PATRIMONIALES;DESPOJO;SIN DATOS;78.0
DELITOS SEXUALES (VIOLACION);VIOLACION;VIOLACION;70.0
HOMICIDIOS;DOLOSOS;CON ARMA DE FUEGO;0.0
HOMICIDIOS;DOLOSOS;CON ARMA BLANCA;0.0
HOMICIDIOS;DOLOSOS;OTROS;0.0
HOMICIDIOS;DOLOSOS;SIN DATOS;59.0
HOMICIDIOS;CULPOSOS;CON ARMA DE FUEGO;0.0
HOMICIDIOS;CULPOSOS;CON ARMA BLANCA;0.0
LESIONES;CULPOSAS;CON ARMA DE FUEGO;0.0
LESIONES;CULPOSAS;OTROS;0.0
LESIONES;CULPOSAS;SIN DATOS;262.0
OTROS DELITOS;AMENAZAS;AMENAZAS;206.0
OTROS DELITOS;ESTUPRO;ESTUPRO;14.0
OTROS DELITOS;OTROS SEXUALES;OTROS SEXUALES;143.0
OTROS DELITOS;RESTO DE LOS DELITOS (OTROS);RESTO DE LOS DELITOS (OTROS);1598.0
PRIV. DE LA LIBERTAD (SECUESTRO);SECUESTRO;SECUESTRO;0.0
ROBO COMUN;CON VIOLENCIA;A CASA HABITACION;53.0
ROBO COMUN;CON VIOLENCIA;A NEGOCIO;447.0
ROBO COMUN;CON VIOLENCIA;DE VEHICULOS;38.0
ROBO COMUN;CON VIOLENCIA;A TRANSPORTISTAS;0.0
ROBO COMUN;CON VIOLENCIA;A TRANSEUNTES;409.0
ROBO COMUN;CON VIOLENCIA;OTROS;104.0
ROBO COMUN;CON VIOLENCIA;SIN DATOS;0.0
ROBO COMUN;SIN VIOLENCIA;A CASA HABITACION;1489.0
ROBO COMUN;SIN VIOLENCIA;A NEGOCIO;235.0
ROBO COMUN;SIN VIOLENCIA;DE VEHICULOS;1681.0
ROBO COMUN;SIN VIOLENCIA;A TRANSPORTISTAS;0.0
ROBO COMUN;SIN VIOLENCIA;A TRANSEUNTES;391.0
ROBO COMUN;SIN VIOLENCIA;OTROS;1116.0
ROBO COMUN;SIN VIOLENCIA;SIN DATOS;0.0
ROBO DE GANADO (ABIGEATO);ABIGEATO;ABIGEATO;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A BANCOS;1.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;SIN DATOS;0.0
HOMICIDIOS;CULPOSOS;OTROS;0.0
HOMICIDIOS;CULPOSOS;SIN DATOS;0.0
